graph_name,vertices,edges,dat_file,dat_file_s_id,tokens,independent_sets,reconfiguration_sequence_length,pw_opt,pw_heur,pw_orig,cpu_time_opt,cpu_time_heur,cpu_time_orig,wallclock_time_opt,wallclock_time_heur,wallclock_time_orig,max_memory_opt,max_memory_heur,max_memory_orig,zdd_time_opt,zdd_time_heur,zdd_time_orig,zdd_size_opt,zdd_size_heur,zdd_size_orig,solved?_opt,solved?_heur,solved?_orig,error_opt,error_heur,error_orig,cpu_time_opt_preprocess,cpu_time_heur_preprocess,wallclock_time_opt_preprocess,wallclock_time_heur_preprocess,max_memory_opt_preprocess,max_memory_heur_preprocess,solved?_opt_preprocess,solved?_heur_preprocess
random_instance018_graph004,234,702,random_instance018_graph004_01,566,76,,,,71,131,,0.03,0.03,,0.19,0.2,,31988,31992,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.15,,1.89,,4811708,0,1
random_instance018_graph005,234,702,random_instance018_graph005_01,567,76,,,,75,140,,1796.8501,1796.45,,1800.4,1800.41,,135888464,134999840,,,,,,,0,0,0,,,,,2.14,,1.87,,4811784,0,1
random_instance019_graph001,247,741,random_instance019_graph001_01,568,79,,,,72,147,,1796.82,1796.2899,,1800.39,1800.42,,133632676,136530744,,,,,,,0,0,0,,,,,2.13,,1.87,,4809560,0,1
random_instance019_graph002,247,741,random_instance019_graph002_01,569,83,,,,79,147,,1796.74,1796.35,,1800.4,1800.25,,136849304,76221668,,,,,,,0,0,0,,,,,2.14,,1.88,,4811284,0,1
random_instance019_graph003,247,741,random_instance019_graph003_01,570,79,,,,75,141,,1796.9,1796.41,,1800.4,1800.23,,136332944,74408700,,,,,,,0,0,0,,,,,2.15,,1.87,,4810980,0,1
random_instance019_graph004,247,741,random_instance019_graph004_01,571,80,,,,79,142,,0.03,0.03,,0.19,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.13,,1.88,,4824860,0,1
random_instance019_graph005,247,741,random_instance019_graph005_01,572,79,,,,78,151,,1796.74,1796.34,,1800.4,1800.24,,135841188,75519628,,,,,,,0,0,0,,,,,2.13,,1.87,,4812224,0,1
random_instance020_graph001,260,780,random_instance020_graph001_01,573,81,,,,78,149,,1796.88,1796.27,,1800.39,1800.42,,133720248,137472300,,,,,,,0,0,0,,,,,2.16,,1.87,,4812804,0,1
random_instance020_graph002,260,780,random_instance020_graph002_01,574,84,,,,82,152,,1796.77,1796.47,,1800.4,1800.41,,134370828,136067276,,,,,,,0,0,0,,,,,2.15,,1.87,,4812576,0,1
random_instance020_graph003,260,780,random_instance020_graph003_01,575,82,,,,85,155,,1796.84,1796.34,,1800.4,1800.41,,135236576,135214892,,,,,,,0,0,0,,,,,2.18,,1.88,,4815348,0,1
random_instance020_graph004,260,780,random_instance020_graph004_01,576,89,,,,81,151,,0.03,0.03,,0.19,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.15,,1.87,,4814904,0,1
random_instance020_graph005,260,780,random_instance020_graph005_01,577,81,,,,80,147,,1796.91,1796.52,,1800.41,1800.41,,140684140,135956252,,,,,,,0,0,0,,,,,2.16,,1.88,,4814024,0,1
random_instance021_graph001,273,819,random_instance021_graph001_01,578,91,,,,85,148,,0.03,0.03,,0.19,0.19,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.17,,1.88,,4814368,0,1
random_instance021_graph002,273,819,random_instance021_graph002_01,579,83,,,,86,161,,1796.7999,1796.46,,1800.4,1800.41,,136657524,133900904,,,,,,,0,0,0,,,,,2.17,,1.88,,4815296,0,1
random_instance021_graph003,273,819,random_instance021_graph003_01,580,88,,,,88,160,,1796.8201,1796.46,,1800.41,1800.41,,140380712,133450096,,,,,,,0,0,0,,,,,2.17,,1.88,,4815060,0,1
random_instance021_graph004,273,819,random_instance021_graph004_01,581,86,,,,86,158,,0.03,0.03,,0.19,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.18,,1.89,,4812808,0,1
random_instance021_graph005,273,819,random_instance021_graph005_01,582,84,,,,81,161,,1796.9199,1796.36,,1800.4,1800.43,,137599640,138264052,,,,,,,0,0,0,,,,,2.15,,1.87,,4830472,0,1
random_instance022_graph001,286,858,random_instance022_graph001_01,583,96,,,,91,170,,1796.8099,1796.29,,1800.4,1800.43,,136701108,138802076,,,,,,,0,0,0,,,,,2.19,,1.9,,4814468,0,1
random_instance022_graph002,286,858,random_instance022_graph002_01,584,95,,,,93,176,,1796.78,1796.51,,1800.4,1800.41,,135595680,133232584,,,,,,,0,0,0,,,,,2.22,,1.9,,4819632,0,1
random_instance022_graph003,286,858,random_instance022_graph003_01,585,89,,,,92,177,,1796.8,1796.41,,1800.4,1800.41,,134616916,134382960,,,,,,,0,0,0,,,,,2.2,,1.88,,4820212,0,1
random_instance022_graph004,286,858,random_instance022_graph004_01,586,95,,,,94,170,,1796.9401,1796.2699,,1800.41,1800.43,,137933268,138929880,,,,,,,0,0,0,,,,,2.16,,1.87,,4813716,0,1
random_instance022_graph005,286,858,random_instance022_graph005_01,587,97,,,,86,168,,1796.8899,1796.46,,1800.4,1800.41,,135701060,133547256,,,,,,,0,0,0,,,,,2.21,,1.88,,4820452,0,1
random_instance023_graph001,299,897,random_instance023_graph001_01,588,97,,,,97,169,,1796.89,1796.29,,1800.4,1800.42,,136002836,136855028,,,,,,,0,0,0,,,,,2.22,,1.89,,4825660,0,1
random_instance023_graph002,299,897,random_instance023_graph002_01,589,93,,,,97,177,,0.03,0.04,,0.19,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.19,,1.87,,4819076,0,1
random_instance023_graph003,299,897,random_instance023_graph003_01,590,96,,,,88,170,,9582.591,9583.05,,9602.0,9603.0,,551820712,560707156,,,,,,,0,0,0,,,,,2.18,,1.88,,4814604,0,1
random_instance023_graph004,299,897,random_instance023_graph004_01,591,101,,,,92,177,,1796.6,1796.36,,1800.41,1800.4,,136516812,132444332,,,,,,,0,0,0,,,,,2.21,,1.88,,4824816,0,1
random_instance023_graph005,299,897,random_instance023_graph005_01,592,97,,,,98,190,,0.03,0.03,,0.2,0.19,,31992,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.21,,1.88,,4819980,0,1
random_instance024_graph001,312,936,random_instance024_graph001_01,593,97,,,,99,182,,1796.67,1796.3799,,1800.41,1800.42,,137954812,135182216,,,,,,,0,0,0,,,,,2.23,,1.88,,4820908,0,1
random_instance024_graph002,312,936,random_instance024_graph002_01,594,102,,,,94,184,,1796.59,1796.3999,,1800.4,1800.44,,135292024,141344268,,,,,,,0,0,0,,,,,2.24,,1.88,,4822312,0,1
random_instance024_graph003,312,936,random_instance024_graph003_01,595,99,,,,100,181,,1796.8301,1796.25,,1800.4,1800.25,,135398768,77253640,,,,,,,0,0,0,,,,,2.23,,1.89,,4823268,0,1
random_instance024_graph004,312,936,random_instance024_graph004_01,596,101,,,,99,181,,1796.6699,1796.42,,1800.4,1800.42,,135343428,136657108,,,,,,,0,0,0,,,,,2.22,,1.88,,4823016,0,1
random_instance024_graph005,312,936,random_instance024_graph005_01,597,104,,,,97,176,,1796.6,1796.39,,1800.41,1800.43,,137144060,138545788,,,,,,,0,0,0,,,,,2.24,,1.9,,4822932,0,1
random_instance025_graph001,325,975,random_instance025_graph001_01,598,106,,,,103,186,,1796.6499,1796.39,,1800.22,1800.41,,74033524,135250280,,,,,,,0,0,0,,,,,2.23,,1.9,,4824172,0,1
random_instance025_graph002,325,975,random_instance025_graph002_01,599,105,,,,101,191,,1796.64,1796.38,,1800.39,1800.42,,132521412,135812488,,,,,,,0,0,0,,,,,2.24,,1.9,,4823068,0,1
random_instance025_graph003,325,975,random_instance025_graph003_01,600,104,,,,104,189,,1796.5901,1796.4501,,1800.42,1800.4,,140313576,132306576,,,,,,,0,0,0,,,,,2.28,,1.9,,4826120,0,1
random_instance025_graph004,325,975,random_instance025_graph004_01,601,106,,,,102,190,,1796.68,1796.48,,1800.4,1800.44,,135416792,139027640,,,,,,,0,0,0,,,,,2.24,,1.88,,4826740,0,1
random_instance025_graph005,325,975,random_instance025_graph005_01,602,105,,,,100,198,,9583.12,9583.82,,9603.0,9603.0,,558881984,562591948,,,,,,,0,0,0,,,,,2.25,,1.91,,4825000,0,1
random_instance026_graph001,338,1014,random_instance026_graph001_01,603,110,,,,108,204,,1796.6599,1796.38,,1800.41,1800.43,,137209704,135495012,,,,,,,0,0,0,,,,,2.24,,1.89,,4826984,0,1
random_instance026_graph002,338,1014,random_instance026_graph002_01,604,109,,,,106,197,,0.03,0.04,,0.19,0.19,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.24,,1.9,,4828844,0,1
random_instance026_graph003,338,1014,random_instance026_graph003_01,605,110,,,,113,193,,0.03,0.03,,0.19,0.19,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.24,,1.89,,4825256,0,1
random_instance026_graph004,338,1014,random_instance026_graph004_01,606,112,,,,105,194,,0.03,0.03,,0.19,0.19,,31992,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.24,,1.89,,4824920,0,1
random_instance026_graph005,338,1014,random_instance026_graph005_01,607,113,,,,108,200,,0.03,0.03,,0.2,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.24,,1.89,,4823064,0,1
random_instance027_graph001,351,1053,random_instance027_graph001_01,608,121,,,,114,198,,0.03,0.04,,0.19,0.2,,31988,31984,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.23,,1.88,,4827084,0,1
random_instance027_graph002,351,1053,random_instance027_graph002_01,609,108,,,,111,211,,0.03,0.03,,0.2,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.28,,1.91,,4832680,0,1
random_instance027_graph003,351,1053,random_instance027_graph003_01,610,114,,,,111,211,,1796.85,1796.34,,1800.39,1800.43,,132989228,137598472,,,,,,,0,0,0,,,,,2.25,,1.89,,4828844,0,1
random_instance027_graph004,351,1053,random_instance027_graph004_01,611,111,,,,114,214,,0.04,0.04,,0.23,0.2,,31992,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.23,,1.89,,4824256,0,1
random_instance027_graph005,351,1053,random_instance027_graph005_01,612,114,,,,114,210,,0.03,0.03,,0.21,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.24,,1.89,,4827772,0,1
random_instance028_graph001,364,1092,random_instance028_graph001_01,613,117,,,,117,215,,1796.8201,1796.39,,1800.39,1800.42,,132677540,135111816,,,,,,,0,0,0,,,,,2.25,,1.9,,4827380,0,1
random_instance028_graph002,364,1092,random_instance028_graph002_01,614,120,,,,112,210,,1796.5901,1796.46,,1800.42,1800.43,,137297820,135526856,,,,,,,0,0,0,,,,,2.28,,1.9,,4828588,0,1
random_instance028_graph003,364,1092,random_instance028_graph003_01,615,116,,,,115,218,,1796.6699,1796.28,,1800.42,1800.41,,139962368,132975724,,,,,,,0,0,0,,,,,2.26,,1.9,,4828048,0,1
random_instance028_graph004,364,1092,random_instance028_graph004_01,616,118,,,,115,210,,1796.71,1796.2799,,1800.4,1800.43,,134864148,134858028,,,,,,,0,0,0,,,,,2.24,,1.89,,4829076,0,1
random_instance028_graph005,364,1092,random_instance028_graph005_01,617,119,,,,113,217,,1796.74,1796.37,,1800.39,1800.24,,133287256,71455260,,,,,,,0,0,0,,,,,2.26,,1.9,,4827556,0,1
random_instance029_graph001,377,1131,random_instance029_graph001_01,618,126,,,,119,223,,0.03,0.03,,0.19,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.26,,1.9,,4827756,0,1
random_instance029_graph002,377,1131,random_instance029_graph002_01,619,125,,,,121,210,,1796.6201,1796.47,,1800.42,1800.41,,140451176,134584980,,,,,,,0,0,0,,,,,2.25,,1.89,,4829608,0,1
random_instance029_graph003,377,1131,random_instance029_graph003_01,620,123,,,,116,221,,0.03,0.03,,0.24,0.21,,31988,31992,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.25,,1.89,,4830260,0,1
random_instance029_graph004,377,1131,random_instance029_graph004_01,621,125,,,,116,222,,1796.63,1796.3301,,1800.41,1800.42,,136172840,134222268,,,,,,,0,0,0,,,,,2.27,,1.91,,4826196,0,1
random_instance029_graph005,377,1131,random_instance029_graph005_01,622,116,,,,121,222,,1796.6901,1796.41,,1800.41,1800.41,,137728008,136271268,,,,,,,0,0,0,,,,,2.24,,1.88,,4830004,0,1
random_instance030_graph001,390,1170,random_instance030_graph001_01,623,126,,,,127,238,,0.03,0.04,,0.2,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.27,,1.9,,4830272,0,1
random_instance030_graph002,390,1170,random_instance030_graph002_01,624,128,,,,116,233,,0.03,0.03,,0.2,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.25,,1.9,,4838368,0,1
random_instance030_graph003,390,1170,random_instance030_graph003_01,625,132,,,,124,230,,0.04,0.03,,0.19,0.2,,31992,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.25,,1.89,,4854764,0,1
random_instance030_graph004,390,1170,random_instance030_graph004_01,626,124,,,,123,230,,1796.63,1796.3401,,1800.4,1800.43,,134605080,134358268,,,,,,,0,0,0,,,,,2.26,,1.9,,4835516,0,1
random_instance030_graph005,390,1170,random_instance030_graph005_01,627,127,,,,129,230,,0.04,0.03,,0.19,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.28,,1.92,,4835756,0,1
random_instance031_graph001,403,1209,random_instance031_graph001_01,628,129,,,,129,236,,0.03,0.03,,0.19,0.19,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.28,,1.9,,4835232,0,1
random_instance031_graph002,403,1209,random_instance031_graph002_01,629,127,,,,129,236,,0.03,0.03,,0.19,0.2,,31988,31984,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.29,,1.92,,4839400,0,1
random_instance031_graph003,403,1209,random_instance031_graph003_01,630,134,,,,128,231,,1796.73,1796.23,,1800.41,1800.25,,137239192,73522776,,,,,,,0,0,0,,,,,2.25,,1.91,,4832388,0,1
random_instance031_graph004,403,1209,random_instance031_graph004_01,631,134,,,,132,234,,1796.66,1796.39,,1800.4,1800.45,,134878840,138083300,,,,,,,0,0,0,,,,,2.29,,1.92,,4835100,0,1
random_instance031_graph005,403,1209,random_instance031_graph005_01,632,129,,,,122,234,,1796.7899,1796.28,,1800.4,1800.43,,133909004,136283972,,,,,,,0,0,0,,,,,2.25,,1.9,,4837816,0,1
random_instance032_graph001,416,1248,random_instance032_graph001_01,633,131,,,,131,249,,1796.73,1796.32,,1800.39,1800.44,,132173136,135533488,,,,,,,0,0,0,,,,,2.29,,1.92,,4835460,0,1
random_instance032_graph002,416,1248,random_instance032_graph002_01,634,130,,,,133,240,,0.04,0.03,,0.2,0.2,,31984,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.25,,1.9,,4834344,0,1
random_instance032_graph003,416,1248,random_instance032_graph003_01,635,129,,,,136,238,,0.04,0.04,,0.19,0.19,,31988,31984,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.27,,1.91,,4836396,0,1
random_instance032_graph004,416,1248,random_instance032_graph004_01,636,130,,,,129,248,,0.03,0.04,,0.2,0.19,,31992,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.28,,1.91,,4837280,0,1
random_instance032_graph005,416,1248,random_instance032_graph005_01,637,133,,,,130,247,,0.03,0.03,,0.19,0.19,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.28,,1.93,,4835168,0,1
random_instance033_graph001,429,1287,random_instance033_graph001_01,638,139,,,,136,264,,0.03,0.03,,0.2,0.19,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.27,,1.91,,4840508,0,1
random_instance033_graph002,429,1287,random_instance033_graph002_01,639,135,,,,133,255,,0.03,0.03,,0.19,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.27,,1.9,,4840664,0,1
random_instance033_graph003,429,1287,random_instance033_graph003_01,640,128,,,,132,249,,0.04,0.03,,0.19,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.29,,1.92,,4843672,0,1
random_instance033_graph004,429,1287,random_instance033_graph004_01,641,145,,,,135,266,,0.03,0.03,,0.2,0.19,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.27,,1.91,,4853492,0,1
random_instance033_graph005,429,1287,random_instance033_graph005_01,642,142,,,,134,249,,0.03,0.03,,0.2,0.19,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.29,,1.94,,4836208,0,1
random_instance034_graph001,442,1326,random_instance034_graph001_01,643,138,,,,143,260,,1796.5299,1796.3799,,1800.42,1800.43,,140101564,132832620,,,,,,,0,0,0,,,,,2.29,,1.92,,4838388,0,1
random_instance034_graph002,442,1326,random_instance034_graph002_01,644,139,,,,134,265,,1796.3,1796.29,,1800.41,1800.45,,136432452,136520128,,,,,,,0,0,0,,,,,2.29,,1.93,,4836936,0,1
random_instance034_graph003,442,1326,random_instance034_graph003_01,645,142,,,,143,264,,1796.47,1796.4401,,1800.41,1800.43,,135673060,133417772,,,,,,,0,0,0,,,,,2.3,,1.92,,4837276,0,1
random_instance034_graph004,442,1326,random_instance034_graph004_01,646,148,,,,140,254,,1796.3501,1796.32,,1800.44,1800.42,,143973016,134859172,,,,,,,0,0,0,,,,,2.29,,1.92,,4842372,0,1
random_instance034_graph005,442,1326,random_instance034_graph005_01,647,139,,,,140,255,,1796.53,1796.2,,1800.42,1800.44,,140390676,136004824,,,,,,,0,0,0,,,,,2.29,,1.93,,4837144,0,1
random_instance035_graph001,455,1365,random_instance035_graph001_01,648,146,,,,138,266,,0.04,0.03,,0.2,0.2,,31988,31984,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.27,,1.91,,4842016,0,1
random_instance035_graph002,455,1365,random_instance035_graph002_01,649,147,,,,147,271,,0.04,0.03,,0.21,0.22,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.28,,1.92,,4839368,0,1
random_instance035_graph003,455,1365,random_instance035_graph003_01,650,139,,,,144,271,,1796.5099,1796.3401,,1800.41,1800.44,,136908436,135775280,,,,,,,0,0,0,,,,,2.32,,1.94,,4844284,0,1
random_instance035_graph004,455,1365,random_instance035_graph004_01,651,142,,,,145,252,,1796.48,1796.28,,1800.41,1800.44,,137287704,137311064,,,,,,,0,0,0,,,,,2.31,,1.95,,4841000,0,1
random_instance035_graph005,455,1365,random_instance035_graph005_01,652,146,,,,148,261,,1796.46,1796.4099,,1800.43,1800.45,,139486784,136207512,,,,,,,0,0,0,,,,,2.31,,1.94,,4843700,0,1
random_instance036_graph001,468,1404,random_instance036_graph001_01,653,156,,,,146,272,,0.04,0.03,,0.2,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.29,,1.94,,4847416,0,1
random_instance036_graph002,468,1404,random_instance036_graph002_01,654,153,,,,141,271,,0.04,0.03,,0.2,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.28,,1.93,,4841524,0,1
random_instance036_graph003,468,1404,random_instance036_graph003_01,655,157,,,,142,268,,0.04,0.03,,0.2,0.19,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.28,,1.93,,4844140,0,1
random_instance036_graph004,468,1404,random_instance036_graph004_01,656,152,,,,148,284,,1796.37,1796.22,,1800.43,1800.45,,143848492,139152492,,,,,,,0,0,0,,,,,2.31,,1.95,,4846840,0,1
random_instance036_graph005,468,1404,random_instance036_graph005_01,657,148,,,,149,278,,1796.51,1796.47,,1800.41,1800.44,,136465884,133246488,,,,,,,0,0,0,,,,,2.29,,1.93,,4858716,0,1
random_instance037_graph001,481,1443,random_instance037_graph001_01,658,156,,,,152,276,,0.03,0.04,,0.19,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.32,,1.96,,4849828,0,1
random_instance037_graph002,481,1443,random_instance037_graph002_01,659,150,,,,150,279,,1796.7101,1796.3501,,1800.41,1800.44,,137403168,135284120,,,,,,,0,0,0,,,,,2.29,,1.93,,4847788,0,1
random_instance037_graph003,481,1443,random_instance037_graph003_01,660,160,,,,144,281,,1796.67,1796.33,,1800.4,1800.46,,135979012,136937472,,,,,,,0,0,0,,,,,2.3,,1.94,,4849656,0,1
random_instance037_graph004,481,1443,random_instance037_graph004_01,661,155,,,,153,285,,1796.54,1796.3201,,1800.41,1800.43,,136218344,134653356,,,,,,,0,0,0,,,,,2.29,,1.93,,4844764,0,1
random_instance037_graph005,481,1443,random_instance037_graph005_01,662,154,,,,147,281,,1796.58,1796.27,,1800.42,1800.46,,140085644,137304512,,,,,,,0,0,0,,,,,2.31,,1.94,,4860912,0,1
random_instance038_graph001,494,1482,random_instance038_graph001_01,663,155,,,,151,302,,1796.5,1796.35,,1800.42,1800.46,,138990360,138824400,,,,,,,0,0,0,,,,,2.29,,1.93,,4852708,0,1
random_instance038_graph002,494,1482,random_instance038_graph002_01,664,161,,,,153,288,,0.03,0.03,,0.2,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.29,,1.93,,4849776,0,1
random_instance038_graph003,494,1482,random_instance038_graph003_01,665,163,,,,161,291,,1796.4,1796.3401,,1800.42,1800.44,,138184268,136421716,,,,,,,0,0,0,,,,,2.31,,1.95,,4851924,0,1
random_instance038_graph004,494,1482,random_instance038_graph004_01,666,162,,,,150,293,,1796.62,1796.3099,,1800.4,1800.44,,129711704,136967368,,,,,,,0,0,0,,,,,2.29,,1.93,,4851596,0,1
random_instance038_graph005,494,1482,random_instance038_graph005_01,667,156,,,,155,304,,1796.58,1796.23,,1800.42,1800.43,,138829664,135721236,,,,,,,0,0,0,,,,,2.32,,1.95,,4850908,0,1
random_instance039_graph001,507,1521,random_instance039_graph001_01,668,161,,,,167,303,,1796.48,1796.27,,1800.42,1800.45,,137723412,136499564,,,,,,,0,0,0,,,,,2.29,,1.93,,4854048,0,1
random_instance039_graph002,507,1521,random_instance039_graph002_01,669,170,,,,162,292,,0.03,0.03,,0.2,0.2,,31988,31984,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.31,,1.95,,4856796,0,1
random_instance039_graph003,507,1521,random_instance039_graph003_01,670,156,,,,166,300,,0.04,0.04,,0.2,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.3,,1.93,,4857148,0,1
random_instance039_graph004,507,1521,random_instance039_graph004_01,671,161,,,,156,290,,0.04,0.03,,0.2,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.29,,1.93,,4851548,0,1
random_instance039_graph005,507,1521,random_instance039_graph005_01,672,165,,,,158,298,,0.03,0.03,,0.2,0.19,,31984,31992,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.3,,1.94,,4851764,0,1
random_instance040_graph001,520,1560,random_instance040_graph001_01,673,164,,,,159,296,,0.03,0.04,,0.2,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.29,,1.93,,4855936,0,1
random_instance040_graph002,520,1560,random_instance040_graph002_01,674,166,,,,159,305,,0.04,0.03,,0.2,0.19,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.29,,1.94,,4853756,0,1
random_instance040_graph003,520,1560,random_instance040_graph003_01,675,160,,,,163,302,,0.04,0.04,,0.21,0.2,,31988,31992,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.31,,1.95,,4856816,0,1
random_instance040_graph004,520,1560,random_instance040_graph004_01,676,177,,,,163,307,,0.03,0.03,,0.2,0.2,,31988,31992,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.32,,1.96,,4855584,0,1
random_instance040_graph005,520,1560,random_instance040_graph005_01,677,164,,,,168,300,,0.03,0.04,,0.19,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.3,,1.95,,4856216,0,1
