graph_name,vertices,edges,dat_file,dat_file_s_id,tokens,independent_sets,reconfiguration_sequence_length,pw_opt,pw_heur,pw_orig,cpu_time_opt,cpu_time_heur,cpu_time_orig,wallclock_time_opt,wallclock_time_heur,wallclock_time_orig,max_memory_opt,max_memory_heur,max_memory_orig,zdd_time_opt,zdd_time_heur,zdd_time_orig,zdd_size_opt,zdd_size_heur,zdd_size_orig,solved?_opt,solved?_heur,solved?_orig,error_opt,error_heur,error_orig,cpu_time_opt_preprocess,cpu_time_heur_preprocess,wallclock_time_opt_preprocess,wallclock_time_heur_preprocess,max_memory_opt_preprocess,max_memory_heur_preprocess,solved?_opt_preprocess,solved?_heur_preprocess
miles1500,128,5198,miles1500_01,122,5,14030,3,77,77,125,2.03,2.04,4.96,2.05,2.05,4.98,273228,274012,554948,2.008257,2.016331,4.935393,310,310,2334,1,1,1,,,,2.25,2.2,1.9,1.9,4843048,4825480,1,1
miles1500,128,5198,miles1500_02,123,4,14030,5,77,77,125,2.04,2.05,5.0099998,2.05,2.06,5.02,274136,273392,558676,2.006393,2.016099,4.945802,310,310,2334,1,1,1,,,,2.25,2.2,1.9,1.9,4843048,4825480,1,1
miles500,128,1170,miles500_01,124,18,892734883938,16,22,30,104,0.24000001,0.76000005,1213.17,0.25,0.77,1215.63,38132,78836,71261920,0.163443,0.582998,1175.307631,2035,6471,11786143,1,1,1,,,,3.71,2.11,2.79,1.88,5783228,4802516,1,1
miles500,128,1170,miles500_02,125,17,892734883938,17,22,30,104,0.96999997,3.98,2131.3699,0.98,3.99,2135.76,74808,268352,137301308,0.163461,0.57817,1168.684102,2035,6471,11786143,1,1,1,,,,3.71,2.11,2.79,1.88,5783228,4802516,1,1
miles750,128,2113,miles750_01,126,12,245547105,6,36,48,115,0.53999996,2.5600002,148.34001,0.55,2.57,148.67,73608,272928,16581064,0.527179,2.536283,148.386775,1501,10322,507692,1,1,1,,,,3.1,2.12,2.32,1.86,5124880,4804480,1,1
miles750,128,2113,miles750_02,127,11,245547105,11,36,48,115,0.61999995,2.6799998,150.49,0.62,2.69,150.82,75068,275124,16635716,0.536703,2.528436,148.389691,1501,10322,507692,1,1,1,,,,3.1,2.12,2.32,1.86,5124880,4804480,1,1
mug100_1,100,166,mug100_1_01,128,33,899476914678948928,33,5,16,26,0.21000001,102.630005,337.27,0.21,102.89,338.06,36084,4260720,8972564,0.012131,0.151224,0.882971,534,97170,312529,1,1,1,,,,2.16,2.0,1.92,1.83,4857600,4796104,1,1
mug100_1,100,166,mug100_1_02,129,32,899476914678948928,32,5,16,26,1.7,1019.13,5995.25,1.71,1021.22,6008.0,40180,17312124,66547564,0.012138,0.149715,0.890742,534,97170,312529,1,1,1,,,,2.16,2.0,1.92,1.83,4857600,4796104,1,1
mug100_25,100,166,mug100_25_01,130,33,917236423320766528,33,6,17,32,0.29999998,183.0,973.13,0.31,183.44,975.21,38132,4480572,34905212,0.012709,0.345232,5.317545,681,154012,823723,1,1,1,,,,2.48,2.01,2.07,1.84,4970652,4797672,1,1
mug100_25,100,166,mug100_25_02,131,32,917236423320766528,32,6,17,32,7.1800003,2068.44,9578.94,7.2,2073.0,9600.0,75400,33441384,136486684,0.0127,0.34714,5.330623,681,154012,823723,1,1,0,,,,2.48,2.01,2.07,1.84,4970652,4797672,1,1
mug88_1,88,146,mug88_1_01,132,29,6657407284552416,28,5,11,31,0.12,1.1999999,101.11,0.13,1.2,101.33,35060,77356,4671684,0.009898,0.016018,14.718515,455,4932,893642,1,1,1,,,,2.05,1.97,1.86,1.85,4827420,4796168,1,1
mug88_1,88,146,mug88_1_02,133,28,6657407284552416,28,5,11,31,0.39999998,22.28,1160.23,0.41,22.34,1162.7,37112,528400,34359096,0.009885,0.015956,14.65405,455,4932,893642,1,1,1,,,,2.05,1.97,1.86,1.85,4827420,4796168,1,1
mug88_25,88,146,mug88_25_01,134,29,6219522864915696,28,5,10,32,0.14,0.29999998,175.29001,0.14,0.31,175.65,35060,38132,8530684,0.00984,0.011604,11.46454,493,1974,1783217,1,1,1,,,,2.05,1.95,1.85,1.83,4826444,4797364,1,1
mug88_25,88,146,mug88_25_02,135,28,6219522864915696,28,5,10,32,0.59,176.95,4596.7197,0.6,177.29001,4609.0,39156,155964,71225208,0.009968,0.011443,11.633273,493,1974,1783217,1,1,1,,,,2.05,1.95,1.85,1.83,4826444,4797364,1,1
myciel3,11,20,myciel3_01,136,4,103,3,5,5,7,0.0,0.0,0.01,0.01,0.01,0.01,31840,31988,31988,0.000329,0.000348,0.000335,29,29,48,1,1,1,,,,1.82,1.92,1.78,1.81,4798828,4794172,1,1
myciel3,11,20,myciel3_02,137,4,103,3,5,5,7,0.01,0.0,0.01,0.01,0.01,0.01,33012,33012,31988,0.000322,0.000324,0.000329,29,29,48,1,1,1,,,,1.82,1.92,1.78,1.81,4798828,4794172,1,1
myciel4,23,71,myciel4_01,138,10,7407,1,10,11,17,0.0,0.0,0.01,0.01,0.01,0.01,33012,33012,31988,0.002025,0.001927,0.002604,192,198,593,1,1,1,,,,1.85,1.95,1.8,1.85,4788464,4794156,1,1
myciel4,23,71,myciel4_02,139,10,7407,1,10,11,17,0.0,0.0,0.01,0.01,0.01,0.01,33016,33012,33008,0.002023,0.001934,0.002596,192,198,593,1,1,1,,,,1.85,1.95,1.8,1.85,4788464,4794156,1,1
myciel5,47,236,myciel5_01,140,22,39473983,1,20,20,38,0.04,0.04,0.1,0.05,0.05,0.11,34036,34036,35056,0.03545,0.035279,0.094194,1869,1869,18724,1,1,1,,,,2.7,1.95,2.12,1.82,5064464,4794124,1,1
myciel5,47,236,myciel5_02,141,22,39473983,1,20,20,38,0.04,0.04,0.1,0.05,0.05,0.11,33012,33012,36080,0.035558,0.035295,0.093536,1869,1869,18724,1,1,1,,,,2.7,1.95,2.12,1.82,5064464,4794124,1,1
myciel6,95,755,myciel6_01,142,46,1079054920080607,1,38,39,82,23.789999,20.58,62.920002,23.86,20.63,63.07,1132084,1114684,4623884,23.820108,20.593791,61.905486,60229,65932,3821400,1,1,1,,,,787.34,2.07,711.51,1.86,59908860,4802388,1,1
myciel6,95,755,myciel6_02,143,46,1079054920080607,1,38,39,82,23.75,20.5,62.510002,23.82,20.56,62.65,1132800,1113984,4622860,23.78017,20.517537,61.490524,60229,65932,3821400,1,1,1,,,,787.34,2.07,711.51,1.86,59908860,4802388,1,1
myciel7,191,2360,myciel7_01,144,94,,,,76,172,,1796.38,1796.16,,1800.26,1800.43,,116608352,143492868,,,,,,,0,0,0,,,,,2.17,,1.87,,4824980,0,1
myciel7,191,2360,myciel7_02,145,94,,,,76,172,,1796.39,1796.12,,1800.3,1800.43,,116608348,143327412,,,,,,,0,0,0,,,,,2.17,,1.87,,4824980,0,1
qg.order100,10000,990000,qg.order100_01,146,99,,,,5049,9900,,5.16,5.42,,5.17,5.45,,459692,459688,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,321.03000000000003,,301.78,,58554960,0,1
qg.order100,10000,990000,qg.order100_02,147,99,,,,5049,9900,,5.1499996,5.45,,5.17,5.46,,459692,461728,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,321.03000000000003,,301.78,,58554960,0,1
qg.order30,900,26100,qg.order30_01,148,29,,,,464,870,,1796.83,1796.68,,1800.56,1800.93,,144365576,266471492,,,,,,,0,0,0,,,,,3.23,,2.24,,5072916,0,1
qg.order30,900,26100,qg.order30_02,149,29,,,,464,870,,1796.93,1796.5701,,1800.55,1800.81,,144365452,264638296,,,,,,,0,0,0,,,,,3.23,,2.24,,5072916,0,1
qg.order40,1600,62400,qg.order40_01,150,39,,,,819,1560,,1797.0,1796.88,,1800.65,1801.11,,145029124,265572972,,,,,,,0,0,0,,,,,4.62,,3.61,,5649604,0,1
qg.order40,1600,62400,qg.order40_02,151,39,,,,819,1560,,1797.0599,1796.9,,1800.71,1801.11,,144799692,265540540,,,,,,,0,0,0,,,,,4.62,,3.61,,5649604,0,1
qg.order60,3600,212400,qg.order60_01,152,59,,,,1829,3540,,1797.29,1797.26,,1801.01,1801.41,,146129116,268104476,,,,,,,0,0,0,,,,,17.66,,16.5,,14794088,0,1
qg.order60,3600,212400,qg.order60_02,153,59,,,,1829,3540,,1797.1901,1797.3301,,1800.98,1801.44,,146112256,268420092,,,,,,,0,0,0,,,,,17.66,,16.5,,14794088,0,1
queen10_10,100,1470,queen10_10_01,154,9,7535369,21,72,74,91,2569.42,2287.7202,5123.54,2576.63,2292.49,5134.0,137453676,136490052,292727536,2567.605248,2283.363708,5126.069351,523184,510361,628749,1,1,1,,,,90.63,2.1,81.07,1.86,58807548,4802260,1,1
queen10_10,100,1470,queen10_10_02,155,9,7535369,20,72,74,91,2547.55,2287.47,5105.06,2554.79,2292.28,5116.0,137453448,136488088,292727536,2545.81521,2283.09033,5107.648668,523184,510361,628749,1,1,1,,,,90.63,2.1,81.07,1.86,58807548,4802260,1,1
queen11_11,121,1980,queen11_11_01,156,10,,,87,88,111,9581.859,9580.83,9582.36,9602.0,9602.0,9604.0,543270612,541116524,576803948,,,,,,,0,0,0,,,,1327.58,2.12,1027.18,1.86,63032520,4820744,1,1
queen11_11,121,1980,queen11_11_02,157,10,,,87,88,111,9581.08,9580.851,9581.58,9602.0,9602.0,9604.0,543269188,541116520,576796988,,,,,,,0,0,0,,,,1327.58,2.12,1027.18,1.86,63032520,4820744,1,1
queen12_12,144,2596,queen12_12_01,158,11,,,,108,133,,1796.52,1796.16,,1800.39,1800.42,,133573996,140128328,,,,,,,0,0,0,,,,,2.17,,1.9,,4809428,0,1
queen12_12,144,2596,queen12_12_02,159,11,,,,108,133,,1796.5499,1796.2001,,1800.4,1800.42,,133573996,140520060,,,,,,,0,0,0,,,,,2.17,,1.9,,4809428,0,1
queen13_13,169,3328,queen13_13_01,160,12,,,,126,157,,9581.53,9583.279,,9603.0,9604.0,,552087428,583534272,,,,,,,0,0,0,,,,,2.2,,1.9,,4809660,0,1
queen13_13,169,3328,queen13_13_02,161,12,,,,126,157,,9581.6,9583.141,,9603.0,9604.0,,553397200,583534600,,,,,,,0,0,0,,,,,2.2,,1.9,,4809660,0,1
queen14_14,196,4186,queen14_14_01,162,13,,,,147,183,,1796.5901,1796.17,,1800.41,1800.43,,135507848,141030204,,,,,,,0,0,0,,,,,2.21,,1.89,,4814160,0,1
queen14_14,196,4186,queen14_14_02,163,13,,,,147,183,,1796.65,1796.3,,1800.41,1800.43,,135506320,141028900,,,,,,,0,0,0,,,,,2.21,,1.89,,4814160,0,1
queen15_15,225,5180,queen15_15_01,164,14,,,,170,211,,9581.5,9583.88,,9602.0,9605.0,,549841124,587634880,,,,,,,0,0,0,,,,,2.28,,1.9,,4819044,0,1
queen15_15,225,5180,queen15_15_02,165,14,,,,170,211,,9581.36,9583.17,,9602.0,9604.0,,549808784,583511952,,,,,,,0,0,0,,,,,2.28,,1.9,,4819044,0,1
queen16_16,256,6320,queen16_16_01,166,15,,,,193,241,,1796.5901,1796.2899,,1800.41,1800.47,,134131772,147226824,,,,,,,0,0,0,,,,,2.32,,1.92,,4822664,0,1
queen16_16,256,6320,queen16_16_02,167,15,,,,193,241,,1796.56,1796.3999,,1800.41,1800.45,,134229432,147227292,,,,,,,0,0,0,,,,,2.32,,1.92,,4822664,0,1
queen5_5,25,160,queen5_5_01,168,4,462,7,18,19,21,0.01,0.02,0.02,0.02,0.02,0.02,31988,31992,33012,0.00658,0.006573,0.008361,187,186,193,1,1,1,,,,1.88,1.93,1.83,1.82,4789500,4795256,1,1
queen5_5,25,160,queen5_5_02,169,4,462,7,18,19,21,0.02,0.01,0.02,0.02,0.02,0.02,31988,33012,33016,0.006596,0.006585,0.008442,187,186,193,1,1,1,,,,1.88,1.93,1.83,1.82,4789500,4795256,1,1
queen6_6,36,290,queen6_6_01,170,5,2635,12,25,25,31,0.060000002,0.049999997,0.09,0.06,0.06,0.1,34040,35056,36084,0.042287,0.042331,0.081973,750,750,841,1,1,1,,,,1.91,1.96,1.82,1.82,4791664,4796364,1,1
queen6_6,36,290,queen6_6_02,171,5,2635,12,25,25,31,0.060000002,0.049999997,0.1,0.06,0.06,0.1,35064,35060,36084,0.04251,0.042312,0.082107,750,750,841,1,1,1,,,,1.91,1.96,1.82,1.82,4791664,4796364,1,1
queen7_7,49,476,queen7_7_01,172,6,16870,14,35,35,43,0.53,0.52,1.8,0.54,0.53,1.82,72960,72988,268752,0.483563,0.475207,1.742949,3463,3463,4002,1,1,1,,,,2.16,2.0,1.89,1.83,4863372,4800388,1,1
queen7_7,49,476,queen7_7_02,173,6,16870,14,35,35,43,0.53,0.52,1.8,0.53,0.53,1.81,72280,73876,268852,0.478542,0.477496,1.742363,3463,3463,4002,1,1,1,,,,2.16,2.0,1.89,1.83,4863372,4800388,1,1
queen8_12,96,1368,queen8_12_01,174,8,4558093,14,65,68,85,1055.0,1056.3201,9582.569,1057.08,1058.46,9604.0,66684552,66703836,573076104,1031.631408,1033.077761,,271991,273418,,1,1,0,,,,16.76,2.1,15.66,1.87,21475520,4802592,1,1
queen8_12,96,1368,queen8_12_02,175,7,4558093,10,65,68,85,1106.37,1103.1599,9582.7,1108.93,1105.4,9604.0,67089000,67091196,573202332,1034.27832,1030.976575,,271991,273418,,1,1,0,,,,16.76,2.1,15.66,1.87,21475520,4802592,1,1
queen8_8,64,728,queen8_8_01,176,7,118969,17,45,47,57,9.26,7.9399996,28.53,9.29,7.96,28.6,573904,559940,2265920,9.020613,7.705996,27.989268,17366,16607,20243,1,1,1,,,,2.95,2.02,2.17,1.85,5150504,4800332,1,1
queen8_8,64,728,queen8_8_02,177,7,118969,17,45,47,57,9.22,7.9,28.6,9.24,7.93,28.67,574628,559672,2265640,8.973624,7.666414,28.054158,17366,16607,20243,1,1,1,,,,2.95,2.02,2.17,1.85,5150504,4800332,1,1
queen9_9,81,1056,queen9_9_01,178,8,915442,21,58,59,73,136.15,125.649994,387.39,136.45999,125.92,388.22,8579004,8517872,33739528,133.824428,124.198151,386.741227,89538,87103,109532,1,1,1,,,,8.96,2.05,7.74,1.85,11698264,4805572,1,1
queen9_9,81,1056,queen9_9_02,179,8,915442,20,58,59,73,136.67,124.93,385.4,136.97,125.2,386.21,8578020,8516252,33741364,134.329849,123.507308,384.746144,89538,87103,109532,1,1,1,,,,8.96,2.05,7.74,1.85,11698264,4805572,1,1
school1,385,19095,school1_01,180,41,,,,230,320,,1796.64,1796.1499,,1800.43,1800.47,,136269972,146929156,,,,,,,0,0,0,,,,,2.95,,2.02,,4894860,0,1
school1,385,19095,school1_02,181,40,,,,230,320,,1796.73,1796.01,,1800.41,1800.48,,136144004,146955812,,,,,,,0,0,0,,,,,2.95,,2.02,,4894860,0,1
school1_nsh,352,14612,school1_nsh_01,182,39,,,,185,292,,1796.44,1796.03,,1800.24,1800.48,,74743060,146231588,,,,,,,0,0,0,,,,,2.89,,1.98,,4878728,0,1
school1_nsh,352,14612,school1_nsh_02,183,38,,,,185,292,,1796.54,1796.01,,1800.24,1800.47,,74906932,146134412,,,,,,,0,0,0,,,,,2.89,,1.98,,4878728,0,1
wap01a,2368,110871,wap01a_01,184,152,,,,654,1537,,1796.59,1796.27,,1800.72,1800.86,,139621892,263212468,,,,,,,0,0,0,,,,,6.32,,5.12,,7226188,0,1
wap01a,2368,110871,wap01a_02,185,151,,,,654,1537,,1796.41,1796.59,,1800.58,1801.09,,140295092,263187484,,,,,,,0,0,0,,,,,6.32,,5.12,,7226188,0,1
wap02a,2464,111742,wap02a_01,186,170,,,,657,1512,,1796.54,1796.62,,1800.7,1801.03,,139691412,231795608,,,,,,,0,0,0,,,,,6.380000000000001,,5.28,,7831192,0,1
wap02a,2464,111742,wap02a_02,187,169,,,,657,1512,,1796.6001,1796.4601,,1800.7,1800.87,,139729552,231790608,,,,,,,0,0,0,,,,,6.380000000000001,,5.28,,7831192,0,1
wap03a,4730,286722,wap03a_01,188,296,,,,1445,3364,,1796.96,1796.94,,1800.98,1801.34,,139065388,265252360,,,,,,,0,0,0,,,,,33.61,,32.33,,22937912,0,1
wap03a,4730,286722,wap03a_02,189,295,,,,1445,3364,,1796.9601,1796.1799,,1801.01,1801.29,,139069980,265157460,,,,,,,0,0,0,,,,,33.61,,32.33,,22937912,0,1
wap04a,5231,294902,wap04a_01,190,341,,,,1445,3394,,1797.0499,1796.85,,1800.96,1801.33,,140226364,265628052,,,,,,,0,0,0,,,,,41.19,,40.07,,33812016,0,1
wap04a,5231,294902,wap04a_02,191,340,,,,1445,3394,,1797.1,1796.8401,,1801.07,1801.38,,140068284,265679924,,,,,,,0,0,0,,,,,41.19,,40.07,,33812016,0,1
wap05a,905,43081,wap05a_01,192,79,,,,353,674,,1796.5701,1796.14,,1800.5,1800.57,,138624416,147941000,,,,,,,0,0,0,,,,,3.5,,2.35,,5080544,0,1
wap05a,905,43081,wap05a_02,193,78,,,,353,674,,1796.5499,1796.14,,1800.51,1800.56,,138484704,147997072,,,,,,,0,0,0,,,,,3.5,,2.35,,5080544,0,1
wap06a,947,43571,wap06a_01,194,85,,,,362,668,,1796.5299,1796.79,,1800.52,1800.56,,139066148,145712012,,,,,,,0,0,0,,,,,3.48,,2.43,,5116956,0,1
wap06a,947,43571,wap06a_02,195,84,,,,362,668,,1796.55,1796.77,,1800.54,1800.55,,139166108,145995232,,,,,,,0,0,0,,,,,3.48,,2.43,,5116956,0,1
wap07a,1809,103368,wap07a_01,196,138,,,,693,1454,,1796.6599,1796.87,,1800.62,1800.87,,140009668,217317772,,,,,,,0,0,0,,,,,5.14,,3.94,,6149656,0,1
wap07a,1809,103368,wap07a_02,197,137,,,,693,1454,,1796.52,1796.8099,,1800.57,1800.82,,139989492,202954004,,,,,,,0,0,0,,,,,5.14,,3.94,,6149656,0,1
wap08a,1870,104176,wap08a_01,198,150,,,,616,1445,,1796.4401,1796.8,,1800.6,1800.67,,142682572,148863580,,,,,,,0,0,0,,,,,5.42,,4.16,,6416300,0,1
wap08a,1870,104176,wap08a_02,199,149,,,,616,1445,,1796.53,1796.85,,1800.64,1800.68,,142661232,148730872,,,,,,,0,0,0,,,,,5.42,,4.16,,6416300,0,1
will199GPIA,701,6772,will199GPIA_01,200,190,,,,84,399,,1796.61,1796.41,,1800.23,1800.45,,73930540,143443012,,,,,,,0,0,0,,,,,2.97,,2.06,,4942412,0,1
will199GPIA,701,6772,will199GPIA_02,201,189,,,,84,399,,1796.59,1796.3601,,1800.24,1800.44,,73951760,144058720,,,,,,,0,0,0,,,,,2.97,,2.06,,4942412,0,1
grid004x004,16,24,grid004x004_01,202,7,1234,2,4,4,4,0.0,0.0,0.0,0.01,0.01,0.01,33012,31992,33016,0.000452,0.000465,0.000452,43,43,48,1,1,1,,,,1.84,1.92,1.8,1.81,4786372,4794068,1,1
grid004x004,16,24,grid004x004_02,203,7,1234,2,4,4,4,0.01,0.0,0.0,0.01,0.01,0.01,33016,33012,33012,0.00044,0.000469,0.000445,43,43,48,1,1,1,,,,1.84,1.92,1.8,1.81,4786372,4794068,1,1
grid004x004,16,24,grid004x004_03,204,6,1234,7,4,4,4,0.0,0.01,0.0,0.01,0.01,0.01,31988,33012,31988,0.000448,0.000448,0.000457,43,43,48,1,1,1,,,,1.84,1.92,1.8,1.81,4786372,4794068,1,1
grid004x004,16,24,grid004x004_04,205,6,1234,8,4,4,4,0.0,0.0,0.0,0.01,0.01,0.01,31992,33012,31988,0.000508,0.000444,0.000474,43,43,48,1,1,1,,,,1.84,1.92,1.8,1.81,4786372,4794068,1,1
grid004x004,16,24,grid004x004_05,206,7,1234,2,4,4,4,0.0,0.01,0.0,0.01,0.01,0.01,33016,33012,33012,0.000452,0.00044,0.000449,43,43,48,1,1,1,,,,1.84,1.92,1.8,1.81,4786372,4794068,1,1
grid010x010,100,180,grid010x010_01_6141,207,48,2030049051145980050,6,10,10,10,0.05,0.049999997,0.06,0.05,0.05,0.07,34036,34036,34036,0.020998,0.021021,0.030928,4486,4486,5614,1,1,1,,,,5.34,1.98,4.4,1.86,8338996,4797280,1,1
grid010x010,100,180,grid010x010_02_0495,208,49,2030049051145980050,2,10,10,10,0.04,0.04,0.04,0.04,0.04,0.05,34036,34036,34032,0.021018,0.02108,0.030978,4486,4486,5614,1,1,1,,,,5.34,1.98,4.4,1.86,8338996,4797280,1,1
grid010x010,100,180,grid010x010_03_6844,209,49,2030049051145980050,2,10,10,10,0.04,0.04,0.04,0.04,0.04,0.05,34040,34036,34036,0.021015,0.021168,0.030713,4486,4486,5614,1,1,1,,,,5.34,1.98,4.4,1.86,8338996,4797280,1,1
grid010x010,100,180,grid010x010_04_4957,210,48,2030049051145980050,6,10,10,10,0.05,0.05,0.07,0.05,0.05,0.07,34036,34040,35060,0.020964,0.021106,0.030923,4486,4486,5614,1,1,1,,,,5.34,1.98,4.4,1.86,8338996,4797280,1,1
grid020x020,400,760,grid020x020_01_9275,211,198,958979036662929619406859624886958746851620546557485230898539651354907499,6,,20,20,,67.25,250.65999,,67.4,251.19,,4517988,17822232,,63.35815,249.022492,,2921661,2922135,0,1,1,,,,,2.23,,1.9,,4830176,0,1
grid020x020,400,760,grid020x020_02_7550,212,199,958979036662929619406859624886958746851620546557485230898539651354907499,2,,20,20,,64.490005,248.8,,64.64,249.32,,4518536,17806212,,63.023012,248.173828,,2921661,2922135,0,1,1,,,,,2.23,,1.9,,4830176,0,1
grid020x020,400,760,grid020x020_03_3902,213,198,958979036662929619406859624886958746851620546557485230898539651354907499,6,,20,20,,65.66,250.34,,65.8,250.88,,4517576,17829888,,63.313143,249.078717,,2921661,2922135,0,1,1,,,,,2.23,,1.9,,4830176,0,1
grid020x020,400,760,grid020x020_04_3283,214,199,958979036662929619406859624886958746851620546557485230898539651354907499,2,,20,20,,64.659996,253.34,,64.81,253.88,,4519396,17805928,,63.180102,251.951962,,2921661,2922135,0,1,1,,,,,2.23,,1.9,,4830176,0,1
grid030x030,900,1740,grid030x030_01_6931,215,449,,,,30,30,,1796.28,1796.36,,1800.12,1800.4,,36397516,138561048,,,,,,,0,0,0,,,,,2.46,,2.02,,4966052,0,1
grid030x030,900,1740,grid030x030_02_7112,216,448,,,,30,30,,1796.16,1796.36,,1800.12,1800.4,,36578632,138481672,,,,,,,0,0,0,,,,,2.46,,2.02,,4966052,0,1
grid030x030,900,1740,grid030x030_03_4248,217,449,,,,30,30,,1796.15,1796.36,,1800.12,1800.4,,36562464,138560508,,,,,,,0,0,0,,,,,2.46,,2.02,,4966052,0,1
grid030x030,900,1740,grid030x030_04_2988,218,448,,,,30,30,,1796.1699,1796.4,,1800.12,1800.4,,36413564,138482984,,,,,,,0,0,0,,,,,2.46,,2.02,,4966052,0,1
grid040x040,1600,3120,grid040x040_01_6703,219,799,,,,40,40,,1796.11,1796.0,,1800.06,1800.4,,18551908,138483368,,,,,,,0,0,0,,,,,2.81,,2.32,,5581924,0,1
grid040x040,1600,3120,grid040x040_02_3552,220,799,,,,40,40,,1796.0399,1796.1101,,1800.06,1800.4,,18551908,138484116,,,,,,,0,0,0,,,,,2.81,,2.32,,5581924,0,1
grid040x040,1600,3120,grid040x040_03_0746,221,798,,,,40,40,,1796.1,1796.1101,,1800.06,1800.4,,18552140,138677536,,,,,,,0,0,0,,,,,2.81,,2.32,,5581924,0,1
grid040x040,1600,3120,grid040x040_04_3680,222,798,,,,40,40,,1796.0801,1796.07,,1800.06,1800.4,,18552140,138677536,,,,,,,0,0,0,,,,,2.81,,2.32,,5581924,0,1
grid050x050,2500,4900,grid050x050_01_8271,223,1249,,,,50,50,,1796.11,1796.0,,1800.06,1800.43,,18574228,148533380,,,,,,,0,0,0,,,,,3.81,,3.22,,7346244,0,1
grid050x050,2500,4900,grid050x050_02_8314,224,1248,,,,50,50,,1796.15,1795.97,,1800.06,1800.43,,18492804,148527556,,,,,,,0,0,0,,,,,3.81,,3.22,,7346244,0,1
grid050x050,2500,4900,grid050x050_03_4298,225,1249,,,,50,50,,1796.09,1795.96,,1800.06,1800.43,,18574232,147222596,,,,,,,0,0,0,,,,,3.81,,3.22,,7346244,0,1
grid050x050,2500,4900,grid050x050_04_8232,226,1248,,,,50,50,,1796.1001,1796.03,,1800.06,1800.43,,18492280,148527560,,,,,,,0,0,0,,,,,3.81,,3.22,,7346244,0,1
grid060x060,3600,7080,grid060x060_01_5912,227,1799,,,,60,60,,1796.33,1795.91,,1800.1,1800.42,,33266408,141945148,,,,,,,0,0,0,,,,,6.16,,5.21,,11954128,0,1
grid060x060,3600,7080,grid060x060_02_4571,228,1798,,,,60,60,,1796.12,1795.97,,1800.1,1800.41,,33257916,141935032,,,,,,,0,0,0,,,,,6.16,,5.21,,11954128,0,1
grid060x060,3600,7080,grid060x060_03_2183,229,1798,,,,60,60,,1796.21,1795.9401,,1800.1,1800.42,,33257916,141935032,,,,,,,0,0,0,,,,,6.16,,5.21,,11954128,0,1
grid060x060,3600,7080,grid060x060_04_3263,230,1799,,,,60,60,,1796.1799,1795.93,,1800.1,1800.42,,33266856,141944096,,,,,,,0,0,0,,,,,6.16,,5.21,,11954128,0,1
grid070x070,4900,9660,grid070x070_01_6558,231,2449,,,,70,70,,1796.1699,1795.8201,,1800.1,1800.44,,33283160,148553208,,,,,,,0,0,0,,,,,10.55,,9.64,,22491520,0,1
grid070x070,4900,9660,grid070x070_02_7903,232,2448,,,,70,70,,1796.24,1795.66,,1800.1,1800.44,,33365424,148502952,,,,,,,0,0,0,,,,,10.55,,9.64,,22491520,0,1
grid070x070,4900,9660,grid070x070_03_4857,233,2448,,,,70,70,,1796.22,1795.7,,1800.1,1800.44,,33365084,148651724,,,,,,,0,0,0,,,,,10.55,,9.64,,22491520,0,1
grid070x070,4900,9660,grid070x070_04_3525,234,2449,,,,70,70,,1796.12,1795.8,,1800.1,1800.44,,33379816,148552820,,,,,,,0,0,0,,,,,10.55,,9.64,,22491520,0,1
grid080x080,6400,12640,grid080x080_01_9321,235,3199,,,,80,80,,1796.0901,1795.85,,1800.1,1800.43,,33609620,144322828,,,,,,,0,0,0,,,,,18.66,,17.63,,43035388,0,1
grid080x080,6400,12640,grid080x080_02_8623,236,3198,,,,80,80,,1796.16,1795.87,,1800.1,1800.43,,33450180,144615288,,,,,,,0,0,0,,,,,18.66,,17.63,,43035388,0,1
grid080x080,6400,12640,grid080x080_03_8653,237,3199,,,,80,80,,1796.16,1795.87,,1800.1,1800.43,,33609620,144322828,,,,,,,0,0,0,,,,,18.66,,17.63,,43035388,0,1
grid080x080,6400,12640,grid080x080_04_8592,238,3198,,,,80,80,,1796.29,1795.83,,1800.1,1800.43,,33614052,144615292,,,,,,,0,0,0,,,,,18.66,,17.63,,43035388,0,1
grid090x090,8100,16020,grid090x090_01_0710,239,4048,,,,90,90,,1796.1,1795.9,,1800.1,1800.42,,33809416,139998568,,,,,,,0,0,0,,,,,33.47,,30.55,,58496460,0,1
grid090x090,8100,16020,grid090x090_02_9631,240,4049,,,,90,90,,1796.21,1795.77,,1800.1,1800.42,,33809380,140044300,,,,,,,0,0,0,,,,,33.47,,30.55,,58496460,0,1
grid090x090,8100,16020,grid090x090_03_8778,241,4048,,,,90,90,,1796.12,1795.67,,1800.1,1800.42,,33809420,139998572,,,,,,,0,0,0,,,,,33.47,,30.55,,58496460,0,1
grid090x090,8100,16020,grid090x090_04_4969,242,4049,,,,90,90,,1796.18,1795.65,,1800.1,1800.42,,33728352,140043528,,,,,,,0,0,0,,,,,33.47,,30.55,,58496460,0,1
grid100x100,10000,19800,grid100x100_01_9072,243,4998,,,,100,100,,0.089999996,0.08,,0.1,0.09,,41204,41208,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,53.3,,48.39,,58499924,0,1
