graph_name,vertices,edges,dat_file,tokens,independent_sets,reconfiguration_sequence_length,pw_opt,pw_heur,pw_orig,cpu_time_opt,cpu_time_heur,cpu_time_orig,wallclock_time_opt,wallclock_time_heur,wallclock_time_orig,max_memory_opt,max_memory_heur,max_memory_orig,zdd_time_opt,zdd_time_heur,zdd_time_orig,zdd_size_opt,zdd_size_heur,zdd_size_orig,solved?_opt,solved?_heur,solved?_orig,error_opt,error_heur,error_orig,cpu_time_opt_preprocess,cpu_time_heur_preprocess,wallclock_time_opt_preprocess,wallclock_time_heur_preprocess,max_memory_opt_preprocess,max_memory_heur_preprocess,solved?_opt_preprocess,solved?_heur_preprocess
hc-square-004-002,44,63,hc-square-004-002_01,18,234866524,90,4,4,4,0.04,0.04,0.04,0.04,0.04,0.04,34036,34036,31988,0.002284,0.002304,0.002284,110,110,104,1,1,1,,,,1.89,1.93,1.84,1.82,4790512,4794264,1,1
hc-square-005-002,54,78,hc-square-005-002_01,22,17433157278,132,4,4,4,0.08,0.08,0.08,0.09,0.09,0.09,34036,34036,33012,0.003251,0.003267,0.003251,138,138,130,1,1,1,,,,1.89,1.94,1.83,1.82,4793516,4794084,1,1
hc-square-006-002,64,93,hc-square-006-002_01,26,1293990170762,182,4,4,4,0.17,0.17,0.16000001,0.17,0.17,0.17,35060,34036,33012,0.004508,0.00455,0.004526,166,166,156,1,1,1,,,,1.9,1.94,1.83,1.83,4796424,4796192,1,1
hc-square-007-002,74,108,hc-square-007-002_01,30,96047464911400,240,4,4,4,0.32,0.32,0.3,0.32,0.32,0.32,35060,35060,34036,0.005973,0.00596,0.005963,194,194,182,1,1,1,,,,1.95,1.96,1.85,1.84,4801752,4795204,1,1
hc-square-008-002,84,123,hc-square-008-002_01,34,7129200610914264,306,4,4,4,0.56,0.57,0.55999994,0.58,0.58,0.56,36084,36084,35060,0.007594,0.007624,0.007537,222,222,208,1,1,1,,,,1.99,1.96,1.87,1.84,4824384,4796256,1,1
hc-square-009-002,94,138,hc-square-009-002_01,38,529170669913507910,380,4,4,4,1.01,1.0,0.95,1.02,1.01,0.96,37108,37108,36084,0.009392,0.009475,0.009378,250,250,234,1,1,1,,,,2.04,1.97,1.86,1.84,4816976,4796244,1,1
hc-square-010-002,104,153,hc-square-010-002_01,42,39278120111814364054,462,4,4,4,1.64,1.6400001,1.5699999,1.65,1.65,1.59,39156,39160,38132,0.01131,0.013557,0.011538,278,278,260,1,1,1,,,,2.07,2.03,1.86,1.86,4821652,4799212,1,1
hc-square-011-002,114,168,hc-square-011-002_01,46,2915450169923966881488,552,4,4,4,2.6599998,2.6699998,2.51,2.66,2.68,2.52,71500,70700,41204,0.013498,0.013672,0.013465,306,306,286,1,1,1,,,,2.09,2.02,1.86,1.84,4832668,4798272,1,1
hc-square-012-002,124,183,hc-square-012-002_01,50,216401642163954775969628,650,4,4,4,4.05,4.06,3.9099998,4.06,4.08,3.92,74392,74056,73700,0.016222,0.016085,0.016089,334,334,312,1,1,1,,,,2.11,2.01,1.88,1.83,4840672,4796952,1,1
hc-square-013-002,134,198,hc-square-013-002_01,54,16062586565311667817634198,756,4,4,4,6.1,6.1099997,5.8199997,6.13,6.14,5.84,78292,78368,77748,0.018839,0.019103,0.018816,362,362,338,1,1,1,,,,2.19,2.04,1.91,1.86,4853156,4798220,1,1
hc-square-014-002,144,213,hc-square-014-002_01,58,1192258453254501711333651114,870,4,4,4,9.01,9.0,8.58,9.05,9.03,8.6,153836,153780,152444,0.021696,0.021884,0.021814,390,390,364,1,1,1,,,,2.22,2.02,1.91,1.84,4865556,4814744,1,1
hc-square-015-002,154,228,hc-square-015-002_01,62,88496346063379822743985273712,992,4,4,4,12.839999,12.88,12.24,12.88,12.93,12.28,153596,153512,152756,0.025146,0.025249,0.024878,418,418,390,1,1,1,,,,2.28,2.02,1.95,1.84,4879784,4798156,1,1
hc-square-016-002,164,243,hc-square-016-002_01,66,6568712719286321404374469598152,1122,4,4,4,18.02,18.06,17.0,18.09,18.12,17.05,153732,152780,152484,0.028707,0.028642,0.028075,446,446,416,1,1,1,,,,2.32,2.03,1.97,1.84,4901484,4797968,1,1
hc-square-017-002,174,258,hc-square-017-002_01,70,487568003741215771887327606921774,1260,4,4,4,25.08,25.05,23.66,25.17,25.14,23.74,276736,276600,273344,0.032258,0.032224,0.031459,474,474,442,1,1,1,,,,2.41,2.03,2.01,1.85,4920216,4799220,1,1
hc-square-018-002,184,273,hc-square-018-002_01,74,36190128634217743215750248053447622,1406,4,4,4,33.92,33.79,32.34,34.04,33.9,32.44,286748,286756,282884,0.03533,0.035233,0.035099,502,502,468,1,1,1,,,,2.51,2.05,2.06,1.85,4939836,4797228,1,1
hc-square-019-002,194,288,hc-square-019-002_01,78,2686241509925626603670110545661959688,1560,4,4,4,45.29,45.82,43.14,45.45,45.98,43.31,296144,298092,288916,0.039302,0.039688,0.039184,530,530,494,1,1,1,,,,2.59,2.05,2.11,1.86,4967188,4800236,1,1
hc-square-020-002,204,303,hc-square-020-002_01,82,199388444362280815484779455078579869052,1722,4,4,4,60.07,60.19,57.0,60.26,60.38,57.19,537252,537564,526888,0.043763,0.043584,0.043039,558,558,520,1,1,1,,,,2.65,2.06,2.12,1.85,5002792,4800464,1,1
LGC_exp_instance001,13,15,LGC_exp_instance001_01,6,475,5,3,3,3,0.01,0.0,0.02,0.01,0.01,0.02,33012,33012,32768,0.000289,0.000279,0.000263,22,22,23,1,1,1,,,,1.85,1.95,1.81,1.84,4786116,4795152,1,1
LGC_exp_instance002,38,44,LGC_exp_instance002_01,18,56829420,27,3,4,6,0.01,0.01,0.02,0.02,0.02,0.03,33012,33012,31744,0.001457,0.001469,0.001681,77,75,229,1,1,1,,,,1.88,1.96,1.83,1.84,4788480,4794156,1,1
LGC_exp_instance003,75,87,LGC_exp_instance003_01,36,2182279538746620,83,4,4,14,0.11,0.12,0.16,0.12,0.12,0.16,34040,34040,32768,0.005089,0.005053,0.009964,245,245,2421,1,1,1,,,,1.97,1.95,1.85,1.82,4813816,4796212,1,1
LGC_exp_instance004,124,144,LGC_exp_instance004_01,60,32514909110582995049377860,207,5,7,26,1.22,1.56,1.94,1.22,1.57,1.95,36080,37108,69636,0.014499,0.019727,0.087643,890,1694,22389,1,1,1,,,,2.94,2.01,2.29,1.85,5138088,4799156,1,1
LGC_exp_instance005,185,215,LGC_exp_instance005_01,90,204378652937287921022196675453652622940,467,6,9,42,10.38,15.12,20.7,10.41,15.16,20.77,74804,272140,542864,0.036051,0.075749,1.594679,2444,7666,184949,1,1,1,,,,10.98,2.04,10.11,1.86,16287488,4812980,1,1
LGC_exp_instance006,258,300,LGC_exp_instance006_01,126,559559103355495408560789450412405323930946227170249700,999,7,11,62,65.46,101.81,142.94,65.67,102.15,143.42,278812,1174492,4295928,0.089672,0.54646,14.550664,6668,36994,1489525,1,1,1,,,,315.19,2.13,276.1,1.88,58905860,4812700,1,1
LGC_exp_instance007,343,399,LGC_exp_instance007_01,168,674516536127394145681870502747660267690305580542417422016749275459855100,2075,,13,86,,568.01996,949.99,,568.9,951.71,,8739188,33848116,,3.84457,97.035862,,172186,11862645,0,1,1,,,,,2.19,,1.9,,4818964,0,1
LGC_exp_instance008,440,512,LGC_exp_instance008_01,216,359060566196216750998743630035998992574155431687784356274219296186833753951411469657575287300,,,15,114,,1797.12,1796.53,,1800.12,1800.45,,35948888,135519848,,27.379997,788.91151,,802714,94290549,0,0,0,,,,,2.24,,1.91,,4839408,0,1
LGC_exp_instance009,549,639,LGC_exp_instance009_01,270,84438494275099881091747988728364414990814061138830113567223612334910977569433421356363593260076749810615230106377500,,,17,146,,1796.42,1796.16,,1800.26,1800.44,,73481108,146003464,,157.764468,,,3647386,,0,0,0,,,,,2.28,,1.95,,4854764,0,1
LGC_exp_instance010,670,780,LGC_exp_instance010_01,330,8769445788604745105477614667740361376037738950792360615150046573431042549414698097680861862760974571734891668444320449952587107456776812622500,,,19,182,,1796.2201,1796.34,,1800.43,1800.46,,139207136,153021024,,905.544817,,,16377754,,0,0,0,,,,,2.33,,1.97,,4885660,0,1
SAT_exp_instance002,6,5,SAT_exp_instance002_01,3,21,3,1,1,2,0.01,0.0,0.01,0.01,0.01,0.02,33012,33012,32768,9e-05,8.6e-05,8e-05,6,6,8,1,1,1,,,,1.85,1.93,1.8,1.82,4786420,4794172,1,1
SAT_exp_instance004,18,22,SAT_exp_instance004_01,8,3988,13,4,4,10,0.0,0.0,0.02,0.01,0.01,0.02,33016,33012,31744,0.000481,0.000487,0.000627,51,51,218,1,1,1,,,,1.84,1.93,1.79,1.82,4788528,4795212,1,1
SAT_exp_instance006,36,51,SAT_exp_instance006_01,15,8181566,37,6,6,24,0.01,0.01,0.04,0.02,0.02,0.05,33016,33008,32768,0.00205,0.002041,0.018173,412,412,14084,1,1,1,,,,1.89,1.94,1.83,1.82,4794620,4794172,1,1
SAT_exp_instance008,60,92,SAT_exp_instance008_01,24,212905178628,89,8,11,44,0.060000002,0.06,2.3400002,0.07,0.07,2.34,34036,34036,155668,0.007404,0.010776,2.08206,2163,3771,429236,1,1,1,,,,2.39,1.94,2.05,1.83,4975876,4795196,1,1
SAT_exp_instance010,90,145,SAT_exp_instance010_01,35,77378485134230208,197,10,11,70,0.38,0.37,51.98,0.39,0.38,52.18,36088,36084,4593036,0.032502,0.034139,48.79604,9034,11530,8354830,1,1,1,,,,12.84,1.97,11.73,1.83,18102260,4796184,1,1
SAT_exp_instance012,126,210,SAT_exp_instance012_01,48,415653365128275123681600,417,12,14,102,2.16,2.26,1164.5701,2.17,2.28,1168.97,76624,77248,76460616,0.221172,0.297196,1088.19853,41618,57490,142539591,1,1,1,,,,1965.56,2.04,1179.38,1.86,64668068,4811748,1,1
SAT_exp_instance014,168,287,SAT_exp_instance014_01,63,34098220037949676163739599356800,861,,17,140,,14.62,7185.5903,,14.67,7209.0,,580436,371230748,,5.043713,,,435282,,0,1,0,,,,,2.05,,1.86,,4798304,0,1
SAT_exp_instance016,216,376,SAT_exp_instance016_01,80,43526523678932538394267340909466937163520,1753,,20,184,,87.55,1796.98,,87.74,1800.42,,4447040,140338876,,48.841349,,,3006930,,0,1,0,,,,,2.11,,1.87,,4807520,0,1
SAT_exp_instance018,270,477,SAT_exp_instance018_01,99,873873569991273303134209907448251231957953821107712,3541,,23,234,,671.67,7181.14,,674.22,7206.0,,37017060,291154316,,515.450521,,,20438226,,0,1,0,,,,,2.18,,1.88,,4818044,0,1
SAT_exp_instance020,330,590,SAT_exp_instance020_01,120,,,,26,290,,7195.0103,7181.81,,7220.0,7206.0,,537316272,301190524,,,,,,,0,0,0,,,,,2.25,,1.91,,4824064,0,1
suzuki_instance_3_10_2_2,308,1086,suzuki_instance_3_10_2_2_01,62,63666030809026528853042316005043465188781,27503,11,11,307,337.63998,339.40002,383.97,338.82,340.59,385.23,2265092,2264188,2296456,0.247076,0.247636,0.25013,1364,1364,1292,1,1,1,,,,4.58,2.2,3.33,1.88,6446356,4821680,1,1
suzuki_instance_3_11_2_2,338,1193,suzuki_instance_3_11_2_2_01,68,568656689618946704968673431690868636207362099,55139,11,11,337,838.66003,847.04,841.41003,841.59,850.04,844.07,4569708,4568544,4646296,0.298068,0.295743,0.302479,1504,1504,1424,1,1,1,,,,4.8100000000000005,2.24,3.66,1.91,6998768,4823792,1,1
suzuki_instance_3_12_2_2,368,1300,suzuki_instance_3_12_2_2_01,74,5079167438886921136163197043042252861907119717869,110423,11,11,367,2066.55,2055.3,2054.36,2072.82,2061.65,2060.57,9210992,9209404,9355308,0.34872,0.354735,0.358803,1644,1644,1556,1,1,1,,,,5.4,2.27,4.13,1.92,7649652,4829236,1,1
suzuki_instance_3_13_2_2,398,1407,suzuki_instance_3_13_2_2_01,80,45366461598361157816823991857826456582625720201035763,,11,11,397,3589.01,3589.0498,3589.3,3600.0,3600.0,3600.0,18207452,18205304,18553144,0.419524,0.423418,0.418632,1784,1784,1688,0,0,0,,,,6.41,2.27,4.84,1.9,8457372,4836252,1,1
suzuki_instance_3_14_2_2,428,1514,suzuki_instance_3_14_2_2_01,86,405207322404517013540974185499382529431898431389309556269,,11,11,427,3587.8,3587.99,3587.34,3600.0,3600.0,3600.0,35830592,35836468,36575484,0.487905,0.486064,0.499204,1924,1924,1820,0,0,0,,,,6.720000000000001,2.28,5.28,1.92,9421032,4839412,1,1
suzuki_instance_3_15_2_2,458,1621,suzuki_instance_3_15_2_2_01,92,3619258993215587040499992278375222152754227270671117222674355,,11,11,457,3586.31,3585.8599,3586.0,3600.0,3600.0,3600.0,67536136,67480492,68350520,0.653121,0.646901,0.684655,2064,2064,1952,0,0,0,,,,7.61,2.32,5.99,1.93,10555000,4846048,1,1
suzuki_instance_3_16_2_2,488,1728,suzuki_instance_3_16_2_2_01,98,32326749630884469805020004288078497229792374893732094296621301357,,11,11,487,3587.84,3587.9,3587.65,3600.0,3600.0,3600.0,66957372,66915616,67243120,0.669813,0.665528,0.705003,2204,2204,2084,0,0,0,,,,7.970000000000001,2.33,6.6,1.96,11869212,4848664,1,1
suzuki_instance_3_17_2_2,518,1835,suzuki_instance_3_17_2_2_01,104,288738314571244878597104857097219082257679688979603424549524521938803,,11,11,517,3587.6902,3587.24,3587.51,3600.0,3600.0,3600.0,37130744,37084680,37498036,0.772416,0.759406,0.786812,2344,2344,2216,0,0,0,,,,8.95,2.36,7.62,1.95,13389204,4858896,1,1
suzuki_instance_3_18_2_2,548,1942,suzuki_instance_3_18_2_2_01,110,2578972994606081552998840647058156752439353181016076849493119618726131373,,11,11,547,3587.99,3587.63,3587.72,3600.0,3600.0,3600.0,36930300,36880104,36695940,0.872284,0.848514,0.893291,2484,2484,2348,0,0,0,,,,10.63,2.35,8.83,1.95,15194764,4866316,1,1
suzuki_instance_3_19_2_2,578,2049,suzuki_instance_3_19_2_2_01,116,23035050671345283351719367626055496431223513403127042193714323394717562801971,,11,11,577,3588.15,3588.16,3588.1,3600.0,3600.0,3600.0,36184060,36208204,36559524,0.951816,0.96992,1.010031,2624,2624,2480,0,0,0,,,,11.46,2.38,9.86,1.96,17195728,4877328,1,1
suzuki_instance_3_20_2_2,608,2156,suzuki_instance_3_20_2_2_01,122,205746070447896241656443684984037067255695036534260513913829729196842401292320493,,11,11,607,3586.3901,3588.8901,3588.69,3600.0,3600.0,3600.0,35446412,35419240,35843296,1.156762,1.171111,1.116541,2764,2764,2612,0,0,0,,,,13.31,2.41,11.25,1.98,19486836,4888784,1,1
suzuki_instance_3_4_2_2,128,444,suzuki_instance_3_4_2_2_01,26,125387290952498413,359,11,11,127,0.61,0.6,0.67,0.62,0.61,0.68,37108,37108,36084,0.043529,0.043378,0.043888,524,524,500,1,1,1,,,,2.48,2.08,2.06,1.87,4953856,4812392,1,1
suzuki_instance_3_5_2_2,158,551,suzuki_instance_3_5_2_2_01,32,1119942917786002694387,779,11,11,157,2.1200001,2.1100001,2.1999998,2.14,2.12,2.2,71064,71744,72028,0.066213,0.066315,0.065776,664,664,632,1,1,1,,,,2.84,2.08,2.24,1.86,5056644,4798044,1,1
suzuki_instance_3_6_2_2,188,658,suzuki_instance_3_6_2_2_01,38,10003184184743758214255917,1631,11,11,187,6.4100003,6.4199996,6.8799996,6.44,6.44,6.91,153900,152784,153208,0.092549,0.092424,0.092264,804,804,764,1,1,1,,,,3.17,2.1,2.38,1.88,5200424,4802484,1,1
suzuki_instance_3_7_2_2,218,765,suzuki_instance_3_7_2_2_01,44,89347137426326164248329789619,3347,11,11,217,18.58,18.57,20.140001,18.65,18.64,20.22,278500,278392,280816,0.123715,0.12543,0.124652,944,944,896,1,1,1,,,,4.220000000000001,2.15,2.91,1.89,5415912,4807664,1,1
suzuki_instance_3_8_2_2,248,872,suzuki_instance_3_8_2_2_01,50,798036986916937705245927179287917,6791,11,11,247,50.16,49.949997,56.32,50.33,50.13,56.51,558432,558164,567228,0.161396,0.161091,0.161378,1084,1084,1028,1,1,1,,,,3.61,2.19,2.72,1.87,5665916,4816824,1,1
suzuki_instance_3_9_2_2,278,979,suzuki_instance_3_9_2_2_01,56,7127962359313926592651731204666511475,13691,11,11,277,131.67,131.62001,147.77,132.13,132.06,148.35,1122256,1122056,1140352,0.201428,0.201916,0.203312,1224,1224,1160,1,1,1,,,,4.109999999999999,2.21,3.05,1.88,6028160,4817292,1,1
suzuki_instance_3_10_2_3,462,2559,suzuki_instance_3_10_2_3_01,62,5685294876780307085286656129015170472504012313580,27503,17,17,461,579.8,572.11,594.17004,581.85,574.09,595.97,4292052,4292672,4352724,0.96082,0.954238,1.031023,2046,2046,1938,1,1,1,,,,7.19,2.36,5.46,1.95,9642380,4846824,1,1
suzuki_instance_3_11_2_3,507,2811,suzuki_instance_3_11_2_3_01,68,297053356833130498046842386493717118445975204208510597,55139,17,17,506,1438.88,1431.47,1473.67,1443.98,1436.3,1478.18,8634052,8634400,8769660,1.236817,1.242856,1.303012,2256,2256,2136,1,1,1,,,,7.81,2.38,6.3,1.95,11190580,4863808,1,1
suzuki_instance_3_12_2_3,552,3063,suzuki_instance_3_12_2_3_01,74,15520865446438123865698137776787370340512054876661596017772,110423,17,17,551,3507.99,3494.0398,3536.01,3518.55,3504.62,3546.57,17348112,17348084,17611764,1.480996,1.582366,1.56218,2466,2466,2334,1,1,1,,,,9.14,2.4,7.45,1.98,13167616,4868004,1,1
suzuki_instance_3_13_2_3,597,3315,suzuki_instance_3_13_2_3_01,80,810956209263646734902287892470949536167033789941127227106079339,,17,17,596,3588.46,3588.43,3588.41,3600.0,3600.0,3600.0,34395856,34393800,35045120,1.727504,1.73281,1.862012,2676,2676,2532,0,0,0,,,,10.18,2.42,8.72,1.97,15565100,4885324,1,1
suzuki_instance_3_14_2_3,642,3567,suzuki_instance_3_14_2_3_01,86,42371991150415351253763796628419929132706766921673666846547908370816,,17,17,641,3587.94,3585.93,3587.1301,3600.0,3600.0,3600.0,68158128,67847016,69395152,2.16048,2.18817,2.155074,2886,2886,2730,0,0,0,,,,12.45,2.49,10.73,1.98,18333672,4900296,1,1
suzuki_instance_3_15_2_3,687,3819,suzuki_instance_3_15_2_3_01,92,2213911939438873187790612775592103903967231260949938268585188482722001665,,17,17,686,3585.8499,3588.47,3587.05,3600.0,3600.0,3600.0,68116384,68384880,68311272,2.477823,2.299219,2.655332,3096,3096,2928,0,0,0,,,,14.36,2.51,12.71,2.0,21650860,4915476,1,1
suzuki_instance_3_16_2_3,732,4071,suzuki_instance_3_16_2_3_01,98,115675613595561389858571836003725480008470730881273290601020692387477550621336,,17,17,731,3588.0698,3587.8,3588.0198,3600.0,3600.0,3600.0,67458992,67456764,68239172,2.763664,2.752245,2.947833,3306,3306,3126,0,0,0,,,,16.66,2.5,14.86,2.02,25604088,4934328,1,1
suzuki_instance_3_17_2_3,777,4323,suzuki_instance_3_17_2_3_01,104,6043983657317945690023415345536758706058213067793675705287969170924513589960047551,,17,17,776,3587.68,3587.73,3588.64,3600.0,3600.0,3600.0,37089952,37134148,67112036,3.106251,3.13941,3.317001,3516,3516,3324,0,0,0,,,,19.0,2.58,17.43,2.06,30126352,4951700,1,1
suzuki_instance_3_18_2_3,822,4575,suzuki_instance_3_18_2_3_01,110,315794637386977301824710419775120266593423689906753394793920574193998519457876660732532,,17,17,821,3587.79,3587.94,3587.56,3600.0,3600.0,3600.0,36726612,36683520,37277460,3.489455,3.527022,3.731793,3726,3726,3522,0,0,0,,,,22.1,2.66,20.52,2.1,35401908,4971304,1,1
suzuki_instance_3_19_2_3,867,4827,suzuki_instance_3_19_2_3_01,116,16500086475519460671465892935093131843186905222542813909728644772141868180984525410900012413,,17,17,866,3588.04,3586.49,3587.6301,3600.0,3600.0,3600.0,36646144,36536584,36958144,3.923798,4.165689,4.137225,3936,3936,3720,0,0,0,,,,25.04,2.66,23.52,2.09,41450404,4998360,1,1
suzuki_instance_3_20_2_3,912,5079,suzuki_instance_3_20_2_3_01,122,862119939566926114585904010553445717545646652417433118884707035332150842736079179060087306455460,,17,17,911,3587.24,3587.73,3588.6099,3600.0,3600.0,3600.0,36062580,36126744,35859120,4.627201,4.430184,4.940035,4146,4146,3918,0,0,0,,,,29.54,2.73,27.66,2.12,48356272,5028172,1,1
suzuki_instance_3_4_2_3,192,1047,suzuki_instance_3_4_2_3_01,26,279424316966618343604,359,17,17,191,1.0999999,1.1,1.21,1.11,1.11,1.21,41208,41204,41200,0.152698,0.152444,0.154084,786,786,750,1,1,1,,,,3.31,2.13,2.43,1.87,5266828,4806888,1,1
suzuki_instance_3_5_2_3,237,1299,suzuki_instance_3_5_2_3_01,32,14599757659552808618553475,779,17,17,236,3.52,3.52,3.85,3.53,3.53,3.87,79056,79016,80304,0.229699,0.230471,0.23431,996,996,948,1,1,1,,,,3.66,2.21,2.62,1.87,5574136,4817960,1,1
suzuki_instance_3_6_2_3,282,1551,suzuki_instance_3_6_2_3_01,38,762828863111767204090605371704,1631,17,17,281,10.75,10.7699995,12.04,10.79,10.82,12.09,155564,155464,270552,0.330518,0.332195,0.337343,1206,1206,1146,1,1,1,,,,4.37,2.24,3.02,1.91,6023816,4818852,1,1
suzuki_instance_3_7_2_3,327,1803,suzuki_instance_3_7_2_3_01,44,39857365251895888743559670313178249,3347,17,17,326,31.33,31.32,36.030003,31.44,31.44,36.16,531636,531736,538628,0.446014,0.447878,0.462739,1416,1416,1344,1,1,1,,,,4.890000000000001,2.27,3.5,1.91,6602640,4821988,1,1
suzuki_instance_3_8_2_3,372,2055,suzuki_instance_3_8_2_3_01,50,2082524196056536802687690195561640899488,6791,17,17,371,84.85,85.82,98.97,85.15,86.11,99.21,1065172,1064580,1075520,0.618627,0.611226,0.636023,1626,1626,1542,1,1,1,,,,5.65,2.29,4.04,1.9,7369168,4834196,1,1
suzuki_instance_3_9_2_3,417,2307,suzuki_instance_3_9_2_3_01,56,108810680278228827478442259611303322486183127,13691,17,17,416,223.25,222.95,259.64,223.99,223.68,260.39,2138736,2138440,2166748,0.76808,0.776148,0.820282,1836,1836,1740,1,1,1,,,,5.78,2.31,4.47,1.93,8395236,4837448,1,1
suzuki_instance_2_10_2_2,208,716,suzuki_instance_2_10_2_2_01,42,6558690546362725829645703821,462,9,9,207,5.14,5.44,6.2,5.15,5.47,6.23,154004,153856,153196,0.107738,0.116662,0.112427,556,556,520,1,1,1,,,,3.14,2.13,2.42,1.88,5235260,4807672,1,1
suzuki_instance_2_11_2_2,228,786,suzuki_instance_2_11_2_2_01,46,2940675728764944971284823499545,552,9,9,227,8.21,8.26,9.62,8.25,8.29,9.66,154472,153332,153580,0.131625,0.130917,0.136253,612,612,572,1,1,1,,,,3.62,2.12,2.59,1.86,5371316,4809816,1,1
suzuki_instance_2_12_2_2,248,856,suzuki_instance_2_12_2_2_01,50,1318490890920742269501211023281781,650,9,9,247,12.679999,12.66,13.93,12.73,12.71,13.98,275888,275864,272208,0.153961,0.154329,0.160759,668,668,624,1,1,1,,,,3.58,2.16,2.71,1.88,5532068,4813160,1,1
suzuki_instance_2_13_2_2,268,926,suzuki_instance_2_13_2_2_01,54,591162844796590793630071899127463265,756,9,9,267,18.95,18.810001,19.92,19.01,18.89,19.99,290460,290420,284480,0.182162,0.180755,0.18988,724,724,676,1,1,1,,,,3.78,2.18,2.85,1.88,5753624,4827540,1,1
suzuki_instance_2_14_2_2,288,996,suzuki_instance_2_14_2_2_01,58,265055687130269151769894293463713635741,870,9,9,287,27.82,27.91,28.41,27.93,28.02,28.5,544420,544048,534068,0.210105,0.208557,0.220534,780,780,728,1,1,1,,,,3.92,2.25,2.96,1.91,5984328,4824080,1,1
suzuki_instance_2_15_2_2,308,1066,suzuki_instance_2_15_2_2_01,62,118841226065674894587740668021552491345385,992,9,9,307,39.54,39.66,39.68,39.69,39.81,39.8,566060,566196,553980,0.239291,0.238133,0.251327,836,836,780,1,1,1,,,,4.12,2.23,3.15,1.88,6263984,4823992,1,1
suzuki_instance_2_16_2_2,328,1136,suzuki_instance_2_16_2_2_01,66,53284036896939244677775714648097170144477701,1122,9,9,327,55.820004,56.09,59.12,56.02,56.26,59.31,1052668,1049924,571876,0.269785,0.273004,0.274469,892,892,832,1,1,1,,,,4.48,2.26,3.48,1.91,6590488,4824596,1,1
suzuki_instance_2_17_2_2,348,1206,suzuki_instance_2_17_2_2_01,70,23890603303481318489201407559578041427651337905,1260,9,9,347,77.03001,77.05,83.45,77.29,77.31,83.68,1098964,1098624,1071748,0.360868,0.323068,0.308068,948,948,884,1,1,1,,,,4.359999999999999,2.23,3.54,1.88,6983956,4825032,1,1
suzuki_instance_2_18_2_2,368,1276,suzuki_instance_2_18_2_2_01,74,10711668248940392945112931222160280248064324191661,1406,9,9,367,103.76,103.71,113.770004,104.1,104.06,114.15,1142972,1142020,1106364,0.338201,0.342444,0.346542,1004,1004,936,1,1,1,,,,5.029999999999999,2.25,4.0,1.89,7426496,4829344,1,1
suzuki_instance_2_19_2_2,388,1346,suzuki_instance_2_19_2_2_01,78,4802718257794601283142046295841752341768306917136825,1560,9,9,387,139.75,140.17,150.76001,140.24,140.68,151.25,2108232,2106432,1148304,0.381004,0.378626,0.384606,1060,1060,988,1,1,1,,,,5.45,2.28,4.34,1.92,7950780,4835588,1,1
suzuki_instance_2_20_2_2,408,1416,suzuki_instance_2_20_2_2_01,82,2153362308063949620746303257670304057539674961384489621,1722,9,9,407,184.3,184.25,203.17001,184.92,184.88,203.92,2196840,2197328,2121708,0.424445,0.424941,0.428371,1116,1116,1040,1,1,1,,,,5.73,2.28,4.68,1.91,8517284,4836400,1,1
suzuki_instance_2_4_2_2,88,296,suzuki_instance_2_4_2_2_01,18,807304121941,90,9,9,87,0.11,0.11,0.11,0.11,0.11,0.12,34036,35060,34036,0.019531,0.019478,0.01962,220,220,208,1,1,1,,,,2.07,1.98,1.87,1.83,4827616,4797240,1,1
suzuki_instance_2_5_2_2,108,366,suzuki_instance_2_5_2_2_01,22,361965481870785,132,9,9,107,0.24000001,0.25,0.24000001,0.25,0.26,0.25,36084,35908,36084,0.030155,0.030119,0.029324,276,276,260,1,1,1,,,,2.17,2.03,1.9,1.85,4860444,4799236,1,1
suzuki_instance_2_6_2_2,128,436,suzuki_instance_2_6_2_2_01,26,162292015497931901,182,9,9,127,0.49,0.48,0.51,0.49,0.49,0.51,37104,37108,36084,0.041178,0.041708,0.041716,332,332,312,1,1,1,,,,2.27,2.1,1.94,1.89,4893700,4802412,1,1
suzuki_instance_2_7_2_2,148,506,suzuki_instance_2_7_2_2_01,30,72765773528499327305,240,9,9,147,0.94,1.05,0.97,0.94,1.07,0.98,39156,39156,40180,0.054868,0.054944,0.055204,388,388,364,1,1,1,,,,2.5,2.08,2.05,1.86,4953312,4805408,1,1
suzuki_instance_2_8_2_2,168,576,suzuki_instance_2_8_2_2_01,34,32625497816604949157861,306,9,9,167,1.76,1.75,1.8000001,1.77,1.77,1.82,72828,73436,71272,0.070409,0.070382,0.072859,444,444,416,1,1,1,,,,2.66,2.08,2.12,1.85,5021024,4806984,1,1
suzuki_instance_2_9_2_2,188,646,suzuki_instance_2_9_2_2_01,38,14628073834245660412798225,380,9,9,187,3.04,3.11,3.1399999,3.06,3.13,3.15,77888,78220,76556,0.088572,0.092069,0.088668,500,500,468,1,1,1,,,,3.3,2.1,2.46,1.88,5117992,4804528,1,1
suzuki_instance_2_10_2_3,312,1689,suzuki_instance_2_10_2_3_01,42,1874660574751334469860327499409990,462,14,14,311,8.740001,8.96,10.45,8.78,9.0,10.49,272512,272512,270128,0.392844,0.394464,0.43695,834,834,780,1,1,1,,,,3.83,2.27,2.95,1.91,5924400,4822036,1,1
